settlement_ref;marca;calle;fecha_factura;n_pedidos;productos;promo_producto;promo_oferta_flash;comision_pct;total_comision;tasa_acceso;prime;tasa_espera;tarifas_oferta_flash;servicio_entrega;promo_df;coste_incidencias;devol_incidencias;glovos_remunerados;tasa_efectivo;recargo_minimo
I170326000272395;Mila's Sandwiches;Calle de Florencio Llorente 29;2026-06-30;11;-256.0;0.0;0.0;165.0;256.0;38.42;4.5;0.0;0.0;-49.5;0.0;0.0;0.0;0.0;0.0;-6.0
I170326000272679;Bendito Burrito;C. de Florencio Llorente;2026-06-30;3;-59.2;0.0;0.0;45.0;59.2;8.89;1.5;0.0;0.0;-13.5;0.0;0.0;0.0;0.0;0.0;-3.0
I170326000283983;S.L.  Meraki Pita;Calle de Florencio Llorente 29;2026-06-30;11;-286.70000000000005;0.0;39.39;165.0;221.04999999999998;33.190000000000005;5.25;0.0;21.7;-49.5;0.0;14.7;0.0;0.0;0.0;-3.0
I170326000298121;Meraki Pita;Calle de Florencio Llorente 29;2026-06-30;19;-406.0;0.0;108.74999999999999;285.0;224.75;33.75000000000001;10.5;0.0;59.919999999999995;-85.5;0.0;27.09;0.0;0.0;0.0;0.0
I170326000294452;Meraki Pita;Calle de Florencio Llorente 29;2026-06-30;26;-676.4;0.0;155.24999999999997;390.0;417.65;62.68;9.75;0.0;85.55;-117.0;0.0;11.9;0.0;0.0;0.0;0.0
I170326000283156;S.L.  Milanesa House;Calle de Florencio Llorente 29;2026-06-30;22;-664.6999999999999;0.0;179.28;330.0;365.8999999999999;54.93000000000001;7.5;0.0;98.8;-99.0;0.0;42.14;0.0;0.0;0.0;0.0
I170326000288972;The Urban Kebab;Calle de Florencio Llorente 29;2026-06-30;2;9.399999999999999;0.0;0.0;0.0;-9.399999999999999;-1.4099999999999997;0.75;0.0;0.0;0.0;0.0;34.5;0.0;0.0;0.0;0.0
I170326000269904;S.L.  Scandal Burger;Avenida del Ensanche de Vallecas 106;2026-06-30;1;-17.45;0.0;0.0;30.0;17.45;0.73;0.0;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
I170326000292850;S.L.  Bendito Burrito;Calle de Florencio Llorente 29;2026-06-30;1;-13.9;0.0;0.0;15.0;13.9;2.09;0.0;0.0;0.0;-4.5;0.0;13.9;0.0;0.0;0.0;-3.0
I170326000269215;Milanesa House;Calle de Florencio Llorente 29;2026-06-30;20;-539.0999999999998;0.0;148.32;300.0;291.8999999999999;43.83;9.0;0.0;81.69;-90.0;0.0;52.47;0.0;0.0;0.0;0.0
I170326000269268;Milanesa House;Calle de Florencio Llorente 29;2026-06-30;43;-1125.3999999999999;0.0;308.81999999999994;645.0;603.2499999999999;90.57;13.5;0.0;176.3;-193.5;0.0;0.0;0.0;0.0;0.0;-9.0
I170326000295313;S.L.  Scandal Burgers;C. de Florencio Llorente;2026-06-30;11;-294.84999999999997;0.0;88.43000000000002;165.0;147.45;22.13;6.0;0.0;48.74;-49.5;0.0;13.2;0.0;0.0;0.0;0.0
